id,name,address,city,country,postal_code,latitude,longitude,phone,email,website,description,image_url
22602863,Binəqədi mağazası,Zengezur,Bakı,Azərbaycan,,40.45048000,49.84311400,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602868,Cəlilabad mağazası,"Cəlilabad ray, Rasim Ş/S -nın aşağısı",Celilabad,Azərbaycan,,39.20868750,48.49137380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Celilabad.jpg?v=1688552460
22602864,Dreamland mağazası,"Zığ şossesi , Xəyal adası",Bakı,Azərbaycan,,40.40031250,50.09374880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602836,Əhmədli mağazası,"Əhmədli qəs.,Saraevo küç.23-25 ci məhəllə ,Bakı k/t yanı",Bakı,Azərbaycan,,40.38656250,49.95762380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602874,Gəncə mağazası,"Gəncə,Nəriman Nərimanov pr.,76",Gəncə,Azərbaycan,,40.67481250,46.36774880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602873,Gəncə mərkəz mağazası,"Gəncə,N.Gəncəvi pr.",Gəncə,Azərbaycan,,40.68168750,46.36024880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602872,Gəncə Mida mağazası,"Gence,Kepez rayonu Azerbaycan Bayragi kuc 298D",Gəncə,Azərbaycan,,40.68270410,46.37420860,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602869,Gəncə-3 mağazası,Gəncə Bakı şossesi,Gəncə,Azərbaycan,,40.68443750,46.41599880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602870,Gəncə-4 mağazası,"Gəncə şəh, Kəpəz r, Ş.İ.Xətai 113",Gəncə,Azərbaycan,,40.68518750,46.38587380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Xirdalan_Mekteb.jpg?v=1688552162
22602875,Gəncə-5 mağazası,"Gence,Nizami ray H.Eliyev prosp 50 C",Gəncə,Azərbaycan,,40.67855830,46.34733460,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602871,Gəncə-7 mağazası,"Gəncə Şəhəri, ""Qala Bazari""",Gəncə,Azərbaycan,,40.67081120,46.37669310,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Gence_Ekonom.jpg?v=1688552161
22602837,Gənclik mağazası,"F.X. Xosyski pr. 830, Gənclik metrosunun çıxışı",Bakı,Azərbaycan,,40.39956250,49.84812380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/G_nclik_magazasi.jpg?v=1688551134
22602841,Həzi Aslanov mağazası,Məhəmməd Hadi 58,Bakı,Azərbaycan,,40.37668750,49.95049880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Hezi_Aslanov.jpg?v=1688552168
22602819,Hökməli mağazası,Abşeron r Bakı-Şamaxı şossesi,Abşeron,Azərbaycan,,40.44213850,49.74056110,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602843,Hövsan MİDA mağazası,MİDA Yasamal Yaşayış kompleksi,Bakı,Azərbaycan,,40.37981250,50.06962380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Hovsan_Mida.jpg?v=1688552170
22602878,İmişli mağazası,İmişli ş. H.Əliyev pr. (4 saylı Uşaq Bağçasının yanı),İmişli,Azərbaycan,,39.87006250,48.05949880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602877,İmişli-2 mağazası,"İmişli r, Heydər Əliyev pros 109",İmişli,Azərbaycan,,39.87335690,48.05009510,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Imisli_2.jpg?v=1688552169
22602879,İsmayıllı mağazası,İsmayıllı ray Baku Elektroniksin yanı Heydər Əliyev pr 188,İsmayıllı,Azərbaycan,,40.79181250,48.15349880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Ismayilli.jpg?v=1688552181
22602839,Köhnə Günəşli mağazası,"Köhnə Günəşli,İnqilab İsmayılov",Bakı,Azərbaycan,,40.36180760,49.96971770,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602882,Lənkəran Qala mağazası,Lənkəran şəh Qala qəs Boranı restoranı ilə üzbəüz,Lənkəran,Azərbaycan,,38.75818750,48.85137380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602883,Masallı-2 mağazası,Masallı ray Heydər Əliyev pr,Masallı,Azərbaycan,,39.02373680,48.66759440,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602820,Masazır mağazası,"Abşeron r. Masazır qəs., Duz gölünün yanı.",Abşeron,Azərbaycan,,40.49518750,49.75774880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602821,Masazır-2 mağazası,Masazır qəsəbəsi,Abşeron,Azərbaycan,,40.47124230,49.75384340,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
51091882,MİDA Cəbrayıl,Cebrayıl şəhəri.,,,,39.40132900,47.02409400,,,http://bazarstore.az,,
22602886,Mingəçevir-2 mağazası,"Mingəçevir şəh Köhnə Bazar , Ticarət Mərkəzi",Mingəçevir,Azərbaycan,,40.77256250,47.04562380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Mingecevir_2.jpg?v=1688552347
22602887,MM Aqrovest mağazası,"Lökbatan qəsəbəsi ,Binə bazarı ilə üzbəüz",Qaradağ,Azərbaycan,,40.30320710,49.72342890,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602824,MM Ayna Sultanova mağazası,"Ayna Sultanova dairəsi,(Vergi idarəsi ilə üzbəüz körpünün digər tərəfi)",Bakı,Azərbaycan,,40.41231250,49.84237380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602829,MM Bakıxanov mağazası,Bakıxanov qəs Mehmandarov 28,Bakı,Azərbaycan,,40.42431250,49.95737380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602835,MM İstanbul mağazası,"Binəqədi ray, İstanbul evləri kompleksi, Ə Naxçıvani 14",Bakı,Azərbaycan,,40.41618750,49.83662380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602880,MM Lənkəran 21. məh. mağazası,Lənkəran şəh Məhəllə 21,Lənkəran,Azərbaycan,,38.75881250,48.83262380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602881,MM Lənkəran B.bazar mağazası,Lənkəran şəh Mirmustafaxan küç,Lənkəran,Azərbaycan,,38.75406250,48.84737380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602884,MM Masallı mağazası,Masallı ray Heydər Əliyev pr,Masallı,Azərbaycan,,39.03806250,48.67337380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602885,MM Mingəçevir mağazası,Mingəçevir şəh Heydər Əliyev parkının yanı,Mingəçevir,Azərbaycan,,40.76806250,47.05476440,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602845,MM Montin mağazası,Nərimanov r. Ağa Nemətulla 26 A,Bakı,Azərbaycan,,40.39756250,49.87562380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/montin.jpg?v=1688553780
22602889,MM Qəbələ mağazası,Qəbələ r Zarağan,Qəbələ,Azərbaycan,,40.92793750,47.79949880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602895,MM Şəmkir mərkəz mağazası,Şəmkir r Yamin Ş/S yanı,Şəmkir,Azərbaycan,,40.83818750,46.03787380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602850,MM Təbriz mağazası,"Təbriz Küçəsi, Ülvi Bünyadzadə 17",Bakı,Azərbaycan,,40.38468750,49.84324880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602900,MM Tovuz mağazası,Tovuz r Qovlar qəs,Tovuz,Azərbaycan,,40.94693750,45.73974880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602828,MM Xəzər mağazası,"Bakı şəhəri, Xətai Rayonu, Gəncə prospekti. 63",Bakı,Azərbaycan,,40.36266129,49.96381860,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602903,MM Xırdalan AAAF mağazası,Xırdalan AAAF yaşayış kompleksi,Xırdalan,Azərbaycan,,40.46018750,49.72524880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602856,MM Xutor mağazası,"Xutor qəsəbəsi, Yeganə ş.s yanı",Bakı,Azərbaycan,,40.41331250,49.82612380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602858,MM Yasamal Park mağazası,Yasamal ray. Tri Koronanın və yasamal parkının yanı,Bakı,Azərbaycan,,40.38606250,49.80849880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602865,Nargilə mağazası,"Zığ şossesi 5, Nargilə kafesi ilə üzbəüz",Bakı,Azərbaycan,,40.36856250,49.93474880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602834,Naxçıvani mağazası,Binəqədi r. Naxçıvani Residence -in aşağısı. Ə. Naxçıvani 44,Bakı,Azərbaycan,,40.41818750,49.84637380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Ecemi_Naxcivani.jpg?v=1688552162
22602840,Nəsimi mağazası,M.Mirqasımov küç. 29 (Nəsimi bazarının yanı),Bakı,Azərbaycan,,40.39643750,49.84024880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602855,Nəsirəddin Tusi mağazası,Xetai Rayonu 2942B mehelle N.Tusi kuc 10G,Bakı,Azərbaycan,,40.37729490,49.95781170,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Tusi.jpg?v=1688552460
51091876,Nizami City,"Bakı şəhəri, Fuad İbrahimbəyov küçəsi.",,,,40.38225300,49.82721700,(012) 404 19 70-75,,http://bazarstore.az,,
22602838,Panorama park mağazası,Gəncə Prospekti. Panorama Park Yaşayış Komp,Bakı,Azərbaycan,,40.35556250,49.95837380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Panorama_Park.jpg?v=1688552181
22602844,Park Bulvar mağazası,Neftçilər pros.1 Park Bulvar Parking girişi,Bakı,Azərbaycan,,40.37081250,49.84749880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Park_Bulvar.jpg?v=1688552176
22602849,Pilot Residence mağazası,Sebail rayon Leopold-Mstislav kuc 5,Bakı,Azərbaycan,,40.36842420,49.82753070,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602851,Qara Qarayev mağazası,Tofiq Abbasov 38 (Nəbz klinikasının yanı),Bakı,Azərbaycan,,40.41881250,49.93299880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Qarayev.jpg?v=1688553781
22602847,Qara Qarayev-2 mağazası,"Nizami r.,Q. Qarayev, İ. Əliyev, T. Abbasov və Özbəkistan küçələrinin kəsişməsi",Bakı,Azərbaycan,,40.41993750,49.92899880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602888,Qazax mağazası,Heydər Əliyev pros 170,Qazax,Azərbaycan,,41.09693750,45.37512380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Qazax.jpg?v=1688552167
22602890,Qəbələ mərkəz mağazası,Qəbələ r Səməd Vurğun küç,Qəbələ,Azərbaycan,,40.97718750,47.84337380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602891,Sabirabad mağazası,Sabirabad ray Heydər Əliyev pr,Sabirabad,Azərbaycan,,40.00443750,48.46799880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602892,Şamaxı mağazası,"Şamaxı şəhəri, Şəhriyar küç 1 (Şamaxı mədəniyyət evinin yanı)",Şamaxı,Azərbaycan,,40.63780570,48.63677000,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Samaxi.jpg?v=1688552459
22602893,Şəki mağazası,"Şəki r, S.Rəhman küç.27",Şəki,Azərbaycan,,41.20204200,47.16519130,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602894,Şəmkir-S.Vurğun mağazası,Şəmkir r Səməd Vurğun küçəsi Gold Qafqaz Ş/S aşağısı,Şəmkir,Azərbaycan,,40.83006250,46.01712380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
51091886,Sumqayit Karvan Mall,"Sumqayit şəhəri, Karvan Mall",,,,40.59020600,49.67295400,(012) 404 19 70-75,,http://bazarstore.az,,
22602896,Sumqayıt mağazası,"Sumqayıt 30-cu məhəllə, N.Nərimanov küç.3",Sumqayıt,Azərbaycan,,40.59068750,49.67399880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602898,Sumqayıt-2 mağazası,Sumqayıt şəhəri 44 - cü məhəllə,Sumqayıt,Azərbaycan,,40.57606250,49.67762380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602897,Sumqayıt-3 mağazası,Sumqayıt şəh Nur Şadlıq sarayı ilə üzbəüz,Sumqayıt,Azərbaycan,,40.56443750,49.69587380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Qazax.jpg?v=1688552167
22602899,Suraxanı mağazası,"Suraxanı r., Əmircan qəs.Səttar Bəhlulzadə küç.24",Sumqayıt,Azərbaycan,,40.42081250,49.99574880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602901,Tovuz-2 mağazası,Tovuz rayonu Musa Musayev k,Tovuz,Azərbaycan,,40.99494190,45.62308880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602852,Xalqlar Dostluğu mağazası,Xalqlar dostluğu m/s yanı Qara Qarayev pros 124,Bakı,Azərbaycan,,40.39746610,49.95062710,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Xalqlar_Dostlugu.jpg?v=1688552169
22602853,Xan Şuşinski mağazası,Xan Şuşinski və Abbas Səhhət küçələrinin kəsişməsi,Bakı,Azərbaycan,,40.39581250,49.83462380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Xan_Susinski.jpg?v=1688552168
62786428,Xətai Bazarstore 2,"Bakı şəh., Xətai rayonu, Xocalı prospekti 1181-ci məhəllə (55№-li məktəbin qarşısı)",Xətai ,Azerbaycan,,40.38241300,49.87566900,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602854,Xətai mağazası,Xətai r.nu Babək pr. 1129 məhəllə.,Bakı,Azərbaycan,,40.38818750,49.86449880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Xetai.jpg?v=1688553781
22602861,Xəzər Günəşli mağazası,Yeni Günəşli V Massivi 9,Bakı,Azərbaycan,,40.37956250,49.97837380,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Yeni_Gunesli.jpg?v=1688552162
22602848,Xəzər Qaraçuxur mağazası,Qaraçuxur qəs Cəlal Qurbanov 45,Bakı,Azərbaycan,,40.39993750,49.97399880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Xan_Susinski.jpg?v=1688552168
22602902,Xırdalan keçid mağazası,Bakı -Sumqayıt şossesi,Xırdalan,Azərbaycan,,40.46288750,49.74548320,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Xirdalan_Kecid.jpg?v=1688552163
22602818,Xırdalan mağazası,Abşeron r Bakı-Şamaxı şossesi,Abşeron,Azərbaycan,,40.43992882,49.75327602,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602860,Yasamal mağazası,"Yasamal,Talıblı 4",Bakı,Azərbaycan,,40.39268750,49.79349880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
51091870,Yasamal MIDA 2,"Yasamal MIDA Y/K -2 bina-9, kənar xarici dairəvi yol, Elvin İsmayılov küçəsi.",Yasamal,,,40.37358700,49.79700500,(012) 404 19 70-75,,http://bazarstore.az,,
22602842,Yasamal MİDA mağazası,MİDA Yasamal Yaşayış kompleksi,Bakı,Azərbaycan,,40.37693750,49.79424880,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,https://cdn.shopify.com/s/files/1/0748/2395/8833/files/Yasamal_Mida.jpg?v=1688552163
22602859,Yasamal Rich mağazası,Yasamal rayon N.Hikmet kuc 27,Bakı,Azərbaycan,,40.37976783,49.80700692,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602857,Yasamal Xiyabani mağazası,Y.Yasamal Yasayis massivi M.Xiyabani 14 sayli bina,Bakı,Azərbaycan,,40.39965210,49.80301430,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
22602905,Zaqatala mağazası,"Zaqatala,Molla Vəli Vidadi küç.3",Zaqatala,Azərbaycan,,41.62996250,46.64198320,(012) 404 19 70-75,info@bazarstore.az,https://bazarstore.az/,,
